"TimeInstant","position","presenceStatus:parking","type","id","latitude","longitude"
"2015-12-28T07:51:42.000Z","43.463923935,-3.798297644","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3838","43.463923935","-3.798297644"
"1970-01-01T00:00:08.000Z","43.463919555,-3.798343241","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3837","43.463919555","-3.798343241"
"2015-11-24T18:34:49.000Z","43.463880113,-3.798749340","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3836","43.463880113","-3.798749340"
"2015-12-27T15:13:41.000Z","43.463874272,-3.798815054","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3835","43.463874272","-3.798815054"
"2015-12-26T16:03:36.000Z","43.463867459,-3.798882780","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3834","43.463867459","-3.798882780"
"2015-12-27T21:42:34.000Z","43.463861618,-3.798937765","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3833","43.463861618","-3.798937765"
"2015-12-27T20:13:55.000Z","43.463856265,-3.798999456","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3832","43.463856265","-3.798999456"
"2015-12-27T17:54:08.000Z","43.463853344,-3.799055782","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3831","43.463853344","-3.799055782"
"2015-12-28T05:57:18.000Z","43.463844584,-3.799114791","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3830","43.463844584","-3.799114791"
"2015-12-27T22:55:31.000Z","43.463133312,-3.798130239","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3829","43.463133312","-3.798130239"
"2015-12-26T16:21:40.000Z","43.463144993,-3.798024291","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3828","43.463144993","-3.798024291"
"2015-12-27T22:37:01.000Z","43.463149373,-3.797963271","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3827","43.463149373","-3.797963271"
"2015-12-28T06:05:18.000Z","43.463124161,-3.799650799","false","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3821","43.463124161","-3.799650799"
"2015-12-28T06:50:00.000Z","43.463174777,-3.799659517","false","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3820","43.463174777","-3.799659517"
"2015-12-27T22:44:17.000Z","43.464240284,-3.799855337","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3804","43.464240284","-3.799855337"
"2015-12-28T07:31:32.000Z","43.463131948,-3.799587097","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3798","43.463131948","-3.799587097"
"2015-12-23T12:23:12.000Z","43.463174291,-3.799593802","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3797","43.463174291","-3.799593802"
"2015-12-28T07:08:36.000Z","43.463218580,-3.799603861","false","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3796","43.463218580","-3.799603861"
"2015-11-13T17:26:02.000Z","43.463258976,-3.799608555","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3795","43.463258976","-3.799608555"
"2015-12-24T19:13:34.000Z","43.463476157,-3.799646539","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3794","43.463476157","-3.799646539"
"2015-12-26T21:08:22.000Z","43.463517039,-3.799656597","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3793","43.463517039","-3.799656597"
"2015-12-27T20:26:45.000Z","43.463549161,-3.799664644","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3792","43.463549161","-3.799664644"
"2015-12-28T04:45:19.000Z","43.463590530,-3.799672690","false","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3791","43.463590530","-3.799672690"
"2015-12-28T05:47:41.000Z","43.463166346,-3.797793130","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3651","43.463166346","-3.797793130"
"2015-12-28T07:00:03.000Z","43.463583602,-3.798412289","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3752","43.463583602","-3.798412289"
"2015-10-08T11:06:22.000Z","43.463628979,-3.799679396","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3790","43.463628979","-3.799679396"
"2015-12-27T07:38:34.000Z","43.463671321,-3.799684090","true","urn:smartsantander:entityType:parkingSensor","urn:x-iot:smartsantander:u7jcfa:fixed:np3789","43.463671321","-3.799684090"
