X,Y,TimeInstan,position,presenceSt,type,id,latitude,longitude,sensor_id
-3.799751401,43.464036848,2015-12-26T12:47:54.000Z,"43.464036848,-3.799751401",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3784,43.464036847999999,-3.799751401000000,lope_de_vega_14
-3.79976213,43.464080163,2015-12-25T11:18:40.000Z,"43.464080163,-3.799762130",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3783,43.464080162999998,-3.799762130000000,lope_de_vega_14
-3.799768835,43.464119585,2015-12-28T05:31:45.000Z,"43.464119585,-3.799768835",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3782,43.464119584999999,-3.799768835000000,lope_de_vega_14
-3.799778223,43.46415998,2015-12-27T01:05:30.000Z,"43.464159980,-3.799778223",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3781,43.464159979999998,-3.799778223000000,lope_de_vega_14
-3.799782917,43.464200376,2015-12-22T10:25:55.000Z,"43.464200376,-3.799782917",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3780,43.464200376000001,-3.799782917000000,lope_de_vega_14
-3.799787611,43.464245638,2015-12-16T08:42:12.000Z,"43.464245638,-3.799787611",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3779,43.464245638000001,-3.799787611000000,lope_de_vega_14
-3.798339218,43.462829842,2015-12-28T00:01:12.000Z,"43.462829842,-3.798339218",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3778,43.462829841999998,-3.798339218000000,gandara_4
-3.798347935,43.462873645,2015-12-28T00:01:16.000Z,"43.462873645,-3.798347935",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3777,43.462873645000002,-3.798347935000000,gandara_4
-3.79835397,43.462913068,2015-12-27T09:20:06.000Z,"43.462913068,-3.798353970",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3776,43.462913067999999,-3.798353970000000,gandara_4
-3.798360676,43.462950543,2015-12-28T04:32:35.000Z,"43.462950543,-3.798360676",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3775,43.462950542999998,-3.798360676000000,gandara_4
-3.798364699,43.462979259,2015-12-26T12:06:30.000Z,"43.462979259,-3.798364699",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3774,43.462979259000001,-3.798364699000000,gandara_4
-3.798377064,43.463038483,2015-12-27T22:56:33.000Z,"43.463038483,-3.798377064",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3773,43.463038482999998,-3.798377064000000,gandara_4
-3.798410591,43.463224888,2015-12-28T07:02:56.000Z,"43.463224888,-3.798410591",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3772,43.463224887999999,-3.798410591000000,gandara_6
-3.798417002,43.463267871,2015-12-28T06:17:27.000Z,"43.463267871,-3.798417002",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3771,43.463267870999999,-3.798417002000000,gandara_6
-3.798429367,43.463313467,2015-12-26T13:40:40.000Z,"43.463313467,-3.798429367",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3770,43.463313466999999,-3.798429367000000,gandara_6
-3.79843339,43.463344615,2015-12-26T10:20:36.000Z,"43.463344615,-3.798433390",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3769,43.463344614999997,-3.798433390000000,gandara_6
-3.798441437,43.463381604,2015-12-28T06:16:53.000Z,"43.463381604,-3.798441437",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3768,43.463381603999999,-3.798441437000000,gandara_6
-3.798283,43.462885,2015-12-27T20:02:17.000Z,"43.462885000,-3.798283000",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3767,43.462885000000000,-3.798283000000000,gandara_4
-3.798293,43.462931,2015-12-27T13:10:59.000Z,"43.462931000,-3.798293000",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3766,43.462930999999998,-3.798293000000000,gandara_4
-3.7983,43.462978,2015-12-27T22:08:11.000Z,"43.462978000,-3.798300000",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3765,43.462978000000000,-3.798300000000000,gandara_4
-3.798306,43.463014,2015-12-27T23:25:01.000Z,"43.463014000,-3.798306000",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3764,43.463014000000001,-3.798306000000000,gandara_4
-3.798312,43.463036,2015-12-27T23:25:01.000Z,"43.463036000,-3.798312000",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3763,43.463036000000002,-3.798312000000000,gandara_4
-3.798347265,43.463233315,2015-12-28T07:14:47.000Z,"43.463233315,-3.798347265",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3762,43.463233314999997,-3.798347265000000,gandara_6
-3.798354641,43.463275658,2015-12-25T22:08:12.000Z,"43.463275658,-3.798354641",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3761,43.463275658000001,-3.798354641000000,gandara_6
-3.798360005,43.463306807,2015-12-24T11:41:44.000Z,"43.463306807,-3.798360005",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3760,43.463306807000002,-3.798360005000000,gandara_6
-3.798369393,43.463341362,2015-11-28T00:05:06.000Z,"43.463341362,-3.798369393",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3759,43.463341362000001,-3.798369393000000,gandara_6
-3.798376769,43.463382245,2015-11-19T09:55:20.000Z,"43.463382245,-3.798376769",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3758,43.463382244999998,-3.798376769000000,gandara_6
-3.79847534,43.463573516,2015-12-28T00:13:58.000Z,"43.463573516,-3.798475340",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3757,43.463573515999997,-3.798475340000000,gandara_11
-3.798482716,43.463611965,2015-12-27T22:31:35.000Z,"43.463611965,-3.798482716",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3756,43.463611964999998,-3.798482716000000,gandara_11
-3.798492104,43.463651874,2015-12-05T13:33:20.000Z,"43.463651874,-3.798492104",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3755,43.463651874000000,-3.798492104000000,gandara_11
-3.798507821,43.463746139,2015-12-21T09:08:47.000Z,"43.463746139,-3.798507821",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3754,43.463746139000001,-3.798507821000000,gandara_11
-3.798515198,43.463790915,2015-12-27T18:59:46.000Z,"43.463790915,-3.798515198",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3753,43.463790914999997,-3.798515198000000,gandara_11
-3.798515198,43.464128192,2015-12-27T21:43:12.000Z,"43.464128192,-3.798515198",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3747,43.464128191999997,-3.798515198000000,gandara_12_14
-3.798507151,43.464079523,2015-12-27T19:04:08.000Z,"43.464079523,-3.798507151",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3745,43.464079523000002,-3.798507151000000,gandara_12_14
-3.798497093,43.464045941,2015-12-23T18:54:02.000Z,"43.464045941,-3.798497093",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3746,43.464045941000002,-3.798497093000000,gandara_12_14
-3.798488375,43.464006033,2015-12-27T23:07:27.000Z,"43.464006033,-3.798488375",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3744,43.464006032999997,-3.798488375000000,gandara_12_14
-3.798524585,43.464210929,2015-12-27T22:26:31.000Z,"43.464210929,-3.798524585",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3743,43.464210928999996,-3.798524585000000,gandara_12_14
-3.798535314,43.464256678,2015-12-27T22:26:15.000Z,"43.464256678,-3.798535314",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3742,43.464256677999998,-3.798535314000000,gandara_12_14
-3.798539337,43.464293666,2015-12-05T01:04:16.000Z,"43.464293666,-3.798539337",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3741,43.464293666000003,-3.798539337000000,gandara_12_14
-3.798543361,43.464326761,2015-12-03T07:58:34.000Z,"43.464326761,-3.798543361",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3740,43.464326761000002,-3.798543361000000,gandara_12_14
-3.798550066,43.464362776,2015-12-27T23:37:31.000Z,"43.464362776,-3.798550066",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3739,43.464362776000002,-3.798550066000000,gandara_12_14
-3.798541725,43.462670204,1970-01-01T00:00:08.000Z,"43.462670204,-3.798541725",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3738,43.462670203999998,-3.798541725000000,general_mola_31_35
-3.798610121,43.46266485,2015-12-09T14:33:45.000Z,"43.462664850,-3.798610121",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3737,43.462664850000003,-3.798610121000000,general_mola_31_35
-3.798664436,43.462658036,1970-01-01T00:00:08.000Z,"43.462658036,-3.798664436",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3736,43.462658036000001,-3.798664436000000,general_mola_31_35
-3.798711374,43.462652196,1970-01-01T00:00:08.000Z,"43.462652196,-3.798711374",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3735,43.462652196000001,-3.798711374000000,general_mola_31_35
-3.798787817,43.462646355,1970-01-01T00:00:08.000Z,"43.462646355,-3.798787817",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3734,43.462646354999997,-3.798787817000000,general_mola_31_35
-3.798849508,43.462641975,2015-12-28T07:48:40.000Z,"43.462641975,-3.798849508",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3733,43.462641974999997,-3.798849508000000,general_mola_31_35
-3.798919246,43.462636135,2015-12-15T07:27:12.000Z,"43.462636135,-3.798919246",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3732,43.462636134999997,-3.798919246000000,general_mola_31_35
-3.799056709,43.462621534,2015-12-28T07:38:42.000Z,"43.462621534,-3.799056709",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3731,43.462621534000000,-3.799056709000000,general_mola_31_35
-3.79914254,43.46261326,2015-12-26T15:07:58.000Z,"43.462613260,-3.799142540",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3730,43.462613259999998,-3.799142540000000,general_mola_31_35
-3.799237758,43.462602065,2015-12-28T08:50:06.000Z,"43.462602065,-3.799237758",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3729,43.462602064999999,-3.799237758000000,general_mola_31_35
-3.799314871,43.462593791,2015-12-20T07:16:30.000Z,"43.462593791,-3.799314871",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3728,43.462593791000003,-3.799314871000000,general_mola_31_35
-3.799685687,43.462561182,2015-12-28T07:01:02.000Z,"43.462561182,-3.799685687",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3727,43.462561182000002,-3.799685687000000,general_mola_27_29
-3.799740002,43.462553882,2015-12-28T07:01:04.000Z,"43.462553882,-3.799740002",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3726,43.462553882000002,-3.799740002000000,general_mola_27_29
-3.799799681,43.462548041,2015-12-28T08:43:30.000Z,"43.462548041,-3.799799681",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3725,43.462548040999998,-3.799799681000000,general_mola_27_29
-3.79986003,43.462543174,2015-12-28T08:38:38.000Z,"43.462543174,-3.799860030",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3724,43.462543173999997,-3.799860030000000,general_mola_27_29
-3.799912333,43.462539767,2015-12-28T08:39:06.000Z,"43.462539767,-3.799912333",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3723,43.462539767000003,-3.799912333000000,general_mola_27_29
-3.7999814,43.462531007,2015-12-28T08:19:48.000Z,"43.462531007,-3.799981400",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3722,43.462531007000003,-3.799981400000000,general_mola_27_29
-3.800196648,43.462510079,2015-11-22T06:54:18.000Z,"43.462510079,-3.800196648",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3721,43.462510078999998,-3.800196648000000,general_mola_25_26
-3.800259009,43.462504725,2015-12-28T08:34:26.000Z,"43.462504725,-3.800259009",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3720,43.462504725000002,-3.800259009000000,general_mola_25_26
-3.800310642,43.462499858,2015-12-28T07:23:28.000Z,"43.462499858,-3.800310642",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3719,43.462499858000001,-3.800310642000000,general_mola_25_26
-3.800364956,43.462494991,2015-12-28T08:36:08.000Z,"43.462494991,-3.800364956",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3718,43.462494991000000,-3.800364956000000,general_mola_25_26
-3.800424635,43.46249061,2015-12-27T20:48:02.000Z,"43.462490610,-3.800424635",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3717,43.462490610000003,-3.800424635000000,general_mola_24_25
-3.800479621,43.46248185,2015-12-28T07:01:54.000Z,"43.462481850,-3.800479621",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3716,43.462481850000003,-3.800479621000000,general_mola_24_25
-3.800532594,43.462479903,2015-12-26T08:34:06.000Z,"43.462479903,-3.800532594",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3715,43.462479903000002,-3.800532594000000,general_mola_24_25
-3.800586909,43.462474549,2015-12-28T06:55:20.000Z,"43.462474549,-3.800586909",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3714,43.462474549000000,-3.800586909000000,general_mola_24_25
-3.800666034,43.462466762,2015-12-20T12:31:17.000Z,"43.462466762,-3.800666034",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3713,43.462466761999998,-3.800666034000000,general_mola_24_25
-3.800733089,43.462459461,2015-12-28T06:59:00.000Z,"43.462459461,-3.800733089",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3712,43.462459461000002,-3.800733089000000,general_mola_21_23
-3.800784051,43.462453134,2015-12-27T21:36:42.000Z,"43.462453134,-3.800784051",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3711,43.462453134000000,-3.800784051000000,general_mola_21_23
-3.800837696,43.462449727,2015-12-27T19:27:52.000Z,"43.462449727,-3.800837696",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3710,43.462449726999999,-3.800837696000000,general_mola_21_23
-3.800888658,43.462443887,2015-12-28T06:09:50.000Z,"43.462443887,-3.800888658",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3709,43.462443886999999,-3.800888658000000,general_mola_21_23
-3.800951689,43.462438533,2015-12-28T06:45:34.000Z,"43.462438533,-3.800951689",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3708,43.462438532999997,-3.800951689000000,general_mola_21_23
-3.801003322,43.462433179,2014-09-04T08:51:23.000Z,"43.462433179,-3.801003322",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3707,43.462433179000001,-3.801003322000000,general_mola_21_23
-3.800735772,43.462588438,2015-10-29T09:29:38.000Z,"43.462588438,-3.800735772",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3706,43.462588437999997,-3.800735772000000,eduardo_benot
-3.80074583,43.462627374,2015-09-20T05:07:20.000Z,"43.462627374,-3.800745830",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3705,43.462627374000000,-3.800745830000000,eduardo_benot
-3.8007465,43.462662903,2015-12-28T08:41:46.000Z,"43.462662903,-3.800746500",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3704,43.462662903000002,-3.800746500000000,eduardo_benot
-3.800756559,43.462695512,2015-12-28T08:31:50.000Z,"43.462695512,-3.800756559",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3703,43.462695512000003,-3.800756559000000,eduardo_benot
-3.800763264,43.462743209,2015-12-27T18:44:24.000Z,"43.462743209,-3.800763264",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3702,43.462743209000003,-3.800763264000000,eduardo_benot
-3.800771311,43.462785065,2015-12-28T08:47:22.000Z,"43.462785065,-3.800771311",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3701,43.462785064999998,-3.800771311000000,eduardo_benot
-3.79718214,43.463585234,2015-12-27T22:31:39.000Z,"43.463585234,-3.797182140",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3700,43.463585234000000,-3.797182140000000,penna_herbosa_25_30
-3.797238466,43.46357988,2015-12-28T06:30:08.000Z,"43.463579880,-3.797238466",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3699,43.463579879999998,-3.797238466000000,penna_herbosa_25_30
-3.797328991,43.463571606,2015-12-28T03:35:00.000Z,"43.463571606,-3.797328991",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3698,43.463571606000002,-3.797328991000000,penna_herbosa_25_30
-3.799028546,43.463045937,2015-12-26T12:50:18.000Z,"43.463045937,-3.799028546",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3600,43.463045936999997,-3.799028546000000,hernan_cortes_45_51
-3.797404763,43.463564306,2015-12-28T07:28:04.000Z,"43.463564306,-3.797404763",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3697,43.463564306000002,-3.797404763000000,penna_herbosa_25_30
-3.797485229,43.463554286,2015-12-26T08:30:46.000Z,"43.463554286,-3.797485229",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3696,43.463554285999997,-3.797485229000000,penna_herbosa_25_30
-3.797543943,43.463548695,2015-12-26T12:49:56.000Z,"43.463548695,-3.797543943",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3695,43.463548695000000,-3.797543943000000,penna_herbosa_25_30
-3.797606975,43.463541394,2015-12-28T05:47:11.000Z,"43.463541394,-3.797606975",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3694,43.463541394000003,-3.797606975000000,penna_herbosa_21_25
-3.797670007,43.463537987,2015-12-27T15:28:25.000Z,"43.463537987,-3.797670007",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3693,43.463537987000002,-3.797670007000000,penna_herbosa_21_25
-3.797739074,43.463530687,2015-12-25T19:26:59.000Z,"43.463530687,-3.797739074",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3692,43.463530687000002,-3.797739074000000,penna_herbosa_21_25
-3.797786307,43.463525571,2015-12-26T08:43:20.000Z,"43.463525571,-3.797786307",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3691,43.463525570999998,-3.797786307000000,penna_herbosa_21_25
-3.797844645,43.463519731,2015-12-22T17:00:50.000Z,"43.463519731,-3.797844645",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3690,43.463519730999998,-3.797844645000000,penna_herbosa_21_25
-3.797902688,43.463513653,2015-12-27T19:30:56.000Z,"43.463513653,-3.797902688",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3689,43.463513653000000,-3.797902688000000,penna_herbosa_21_25
-3.797955662,43.463508786,2015-12-25T00:15:29.000Z,"43.463508786,-3.797955662",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3688,43.463508785999998,-3.797955662000000,penna_herbosa_21_25
-3.798003942,43.463505379,2015-12-27T20:22:59.000Z,"43.463505379,-3.798003942",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3687,43.463505378999997,-3.798003942000000,penna_herbosa_21_25
-3.798180297,43.463489318,2015-12-26T18:20:03.000Z,"43.463489318,-3.798180297",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3686,43.463489318000001,-3.798180297000000,penna_herbosa_17_19
-3.798231259,43.463481044,2015-11-12T07:05:06.000Z,"43.463481044,-3.798231259",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3685,43.463481043999998,-3.798231259000000,penna_herbosa_17_19
-3.798285574,43.463473257,2015-12-27T17:29:21.000Z,"43.463473257,-3.798285574",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3684,43.463473256999997,-3.798285574000000,penna_herbosa_17_19
-3.798706681,43.463435781,2015-12-26T10:05:44.000Z,"43.463435781,-3.798706681",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3683,43.463435781000001,-3.798706681000000,penna_herbosa_9_15
-3.798771724,43.463429454,2015-12-26T18:47:32.000Z,"43.463429454,-3.798771724",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3682,43.463429454000000,-3.798771724000000,penna_herbosa_9_15
-3.798832744,43.463424101,2015-12-28T02:54:36.000Z,"43.463424101,-3.798832744",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3681,43.463424101000001,-3.798832744000000,penna_herbosa_9_15
-3.798897788,43.463417287,2015-12-27T20:35:53.000Z,"43.463417287,-3.798897788",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3680,43.463417286999999,-3.798897788000000,penna_herbosa_9_15
-3.798966184,43.46341096,2015-12-27T21:53:21.000Z,"43.463410960,-3.798966184",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3679,43.463410959999997,-3.798966184000000,penna_herbosa_9_15
-3.799027205,43.463405119,2015-11-30T17:44:02.000Z,"43.463405119,-3.799027205",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3678,43.463405119000001,-3.799027205000000,penna_herbosa_9_15
-3.799084872,43.463399279,2015-12-27T23:28:11.000Z,"43.463399279,-3.799084872",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3677,43.463399279000001,-3.799084872000000,penna_herbosa_3_9
-3.79914254,43.463391427,2015-12-28T00:04:10.000Z,"43.463391427,-3.799142540",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3676,43.463391426999998,-3.799142540000000,penna_herbosa_3_9
-3.799212277,43.463385587,2015-12-27T12:36:56.000Z,"43.463385587,-3.799212277",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3675,43.463385586999998,-3.799212277000000,penna_herbosa_3_9
-3.799280673,43.463381693,2015-12-27T14:57:25.000Z,"43.463381693,-3.799280673",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3674,43.463381693000002,-3.799280673000000,penna_herbosa_3_9
-3.799339682,43.463373906,2015-12-27T21:32:52.000Z,"43.463373906,-3.799339682",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3673,43.463373906000001,-3.799339682000000,penna_herbosa_3_9
-3.79939869,43.463366119,2015-12-27T23:36:57.000Z,"43.463366119,-3.799398690",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3672,43.463366119000000,-3.799398690000000,penna_herbosa_3_9
-3.799819127,43.462969525,2015-12-27T22:52:59.000Z,"43.462969525,-3.799819127",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3671,43.462969524999998,-3.799819127000000,hernan_cortes_41
-3.7998721,43.462963684,2015-12-28T07:27:58.000Z,"43.462963684,-3.799872100",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3670,43.462963684000002,-3.799872100000000,hernan_cortes_41
-3.799939826,43.462957844,2015-12-28T00:29:42.000Z,"43.462957844,-3.799939826",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3669,43.462957844000002,-3.799939826000000,hernan_cortes_41
-3.80000487,43.462951517,2015-12-28T07:40:34.000Z,"43.462951517,-3.800004870",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3668,43.462951517000000,-3.800004870000000,hernan_cortes_41
-3.800069243,43.46294519,2015-12-28T07:07:50.000Z,"43.462945190,-3.800069243",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3667,43.462945189999999,-3.800069243000000,hernan_cortes_37_39
-3.800132275,43.462938863,2015-12-28T07:15:56.000Z,"43.462938863,-3.800132275",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3666,43.462938862999998,-3.800132275000000,hernan_cortes_37_39
